mention_id	volume	host_xml_id	host_person_id	host_heading	surname_token	mention_name	verdict	method	resolved_hub_id	resolved_heading	candidate_hub_ids	candidate_headings	candidate_scores	family_cluster	chips	gold_hub_id	gold_agrees	sentence
M-Volume_4IIIorg-NOXID-שאַראַוונער-015	4	facs_386_tr_1755029933	P-4-facs_386_tr_1755029933	ראָזאַנקאַ, וויעראַ [שרה ווינער]	שאראוונער	שאַראַוונער	RESOLVED	within_entry	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	1.25|0.05	0	gender:male|within-entry|fame-prior|co-mention|gender-mismatch	HUB-D2902	1	זייענדיק אַ שוועגערין פֿון יידישן שוישפּילער שאַראַוונער, האָט זי אָנגעהויבן ביי אים אין טרופּע שפּילן קינדער-ראָלן, און איינציקווייז איבערגעגאַנגען צו ראָלן פֿון דערוואַקסענע.
M-Volume_4IIIorg-NOXID-שאַראַוונער-016	4	facs_596_tr_1755029963	P-4-facs_596_tr_1755029963	פֿייל, יהושע	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2902	1	נאָכדעם צו שאַראַוונער.
M-Volume_4IIIorg-NOXID-שאַראַוונער-011	4	facs_65_tr_1753681954	P-4-facs_65_tr_1753681954	ראָזענבערג ישראל	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.7|0.15	0	gender:male|year:1912|fame-prior|career-overlap|gender-mismatch	HUB-D2902	1	אין 1912 אַריינגעטראָטן אין דער וואַנדער-טרופּע פון שאַראַוונער
M-Volume5IIIorg-NOXID-שאַראַוונער-003	5	facs_134_tr_1733832740	P-5-facs_134_tr_1733832740	לאַכטיגער הענרי	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2902	1	איז אַריין אין שאַראַוונערס טרופּע, וואו ער דעביוטירט אַלס 'סעלים' אין לאַטיינערס 'אַשה רעה'
M-Volume5IIIorg-NOXID-שאַראַוונער-004	5	facs_360_tr_1739221936	P-5-facs_360_tr_1739221936	לאַמפּע, מאָריס	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.7|0.15	0	gender:male|fame-prior|career-overlap|gender-mismatch	HUB-D2902	1	גייט ל. איבער אין די וואַנדער-טרופּעס פֿון ... שאַראַוונער
M-Volume5IIIorg-NOXID-שאַראַוונער-005	5	facs_588_tr_1739222289	P-5-facs_588_tr_1739222289	נאַאומאָוו, שלמה	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.7|0.15	0	gender:male|year:1910|fame-prior|career-overlap|gender-mismatch	HUB-D2902	1	געשפּילט קינדער-ראָלן אין די טרופּעס פֿון קאַמינסקי, גענפער, ליפּאָווסקי, ראַפּעל און שאַראַוונער
M-volume_2IIIorg-NOXID-שאַראַזונער-000	2	facs_340_tr_1744365809	P-2-facs_340_tr_1744365809	סטוטשקאָוו, נחום [סטוטשקאָ]	שאראזונער	שאַראַזונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.3|0.05	0	gender:male|gender-mismatch			דערנאָך גייט ער איבער אין דער טרופּע פֿון שאַראַזונער
M-volume6IIIorg-NOXID-שאַרלאָט-000	6	facs_252_tr_1747928995	P-6-facs_252_tr_1747928995	שאַפּיראָ, טשאַרלז	שארלאט	שאַרלאָט	RESOLVED	unique_candidate	HUB-P-1-facs_319_r_1	הורוויץ שאַרלאָטא [שיפרע]	HUB-P-1-facs_319_r_1	הורוויץ שאַרלאָטא [שיפרע]	0.3	0	gender:female	HUB-P-1-facs_319_r_1	1	און זייער טאָכטער, שאַרלאָט, האָט געשפּילט אויף דער יידישער בינע.
M-volume6IIIorg-NOXID-שאַרלאָט-001	6	facs_423_tr_1747930553	P-6-facs_423_tr_1747930553	שאַפּיראָ, אַננאַ (עני)	שארלאט	שאַרלאָט	RESOLVED	unique_candidate	HUB-P-1-facs_319_r_1	הורוויץ שאַרלאָטא [שיפרע]	HUB-P-1-facs_319_r_1	הורוויץ שאַרלאָטא [שיפרע]	0.3	0	gender:female	HUB-P-1-facs_319_r_1	1	און זייער טאָכטער שאַרלאָט האָט געשפּילט אויף דער יידישער בינע.
M-volume_1IIIorg-NOXID-שאַרלאָטאָ-000	1	facs_283_tr_1741260236	P-1-facs_283_tr_1741260236	גרינבערג, צעזאַר [בצלאַל]	שארלאטא	שאַרלאָטאָ	RESOLVED	unique_candidate	HUB-P-1-facs_319_r_1	הורוויץ שאַרלאָטא [שיפרע]	HUB-P-1-facs_319_r_1	הורוויץ שאַרלאָטא [שיפרע]	0.3	0	gender:female			פֿון יענער צייט אָן וואַנדערט ג. צוזאַמען מיט זיין פרוי שאַרלאָטאָ מיט פֿאַרשיידענע יידישע וואַנדער-טרופּעס
M-volume_1IIIorg-NOXID-שאַרלאָטע-000	1	facs_312_TextRegion_1708860417410_829	P-1-facs_312_TextRegion_1708860417410_829	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר	שארלאטע	שאַרלאָטע	RESOLVED	unique_candidate	HUB-P-1-facs_319_r_1	הורוויץ שאַרלאָטא [שיפרע]	HUB-P-1-facs_319_r_1	הורוויץ שאַרלאָטא [שיפרע]	0.3	0	gender:female	HUB-P-1-facs_319_r_1	1	זיין טאָכטער שאַרלאָטע
M-volume_2IIIorg-NOXID-שאַרלאָטע-001	2	facs_398_r	P-2-facs_398_r	עסקרייז יאָזעף	שארלאטע	שאַרלאָטע	RESOLVED	unique_candidate	HUB-P-1-facs_319_r_1	הורוויץ שאַרלאָטא [שיפרע]	HUB-P-1-facs_319_r_1	הורוויץ שאַרלאָטא [שיפרע]	0.3	0	gender:female	HUB-P-1-facs_319_r_1	1	וועלכער ס'האָבן זיך אויך אָנגעשלאָסן „פּראָפעסאָר“ הורוויטש מיט זיין טאָכטער שאַרלאָטע און איידעם צעזאר גרינבערג, האָט ע. מיט זיי געשפּילט איבער די גרעסערע שטעט פֿון גאַליציע און דערנאָך אַפֿילו אין „רינג טעאַטער“ אין ווין.
M-Volume_4IIIorg-NOXID-שאָרס-001	4	facs_596_tr_1755029963	P-4-facs_596_tr_1755029963	פֿייל, יהושע	שארס	שאָרס	RESOLVED	unique_candidate	HUB-P-6-facs_654_r	ווילי שאָר	HUB-P-6-facs_654_r	ווילי שאָר	0.3	0	gender:male	HUB-P-6-facs_654_r	1	"„בערעלע"" אין שאָרס „אַ מענטש זאָל מען זיין“"
M-Volume5IIIorg-NOXID-שאָרס-000	5	facs_197_tr_1736588932	P-5-facs_197_tr_1736588932	לאַשקאָווסקאַ, רעגינאַ	שארס	שאָרס	RESOLVED	unique_candidate	HUB-P-6-facs_654_r	ווילי שאָר	HUB-P-6-facs_654_r	ווילי שאָר	0.3	0	gender:male	HUB-P-6-facs_654_r	1	"„חנהלע"" אין שאָרס „אַ מענטש זאָל מען זיין""."
M-volume_1IIIorg-NOXID-שאָרקאָנסקי-000	1	facs_256_tr_1741260273	P-1-facs_256_tr_1741260273	גינזבורג, אַדעלאַ	שארקאנסקי	שאָרקאָנסקי	RESOLVED	unique_candidate	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	0.6	0	gender:male|fame-prior	HUB-D696	1	"שאָרקאָנסקיס „כל נדרי"""
M-volume_1IIIorg-NOXID-שאָרקאָנסקי-001	1	facs_257_r_5	P-1-facs_257_r_5	גינצבורג, יונה [חיים-יונה, סעמועל]	שארקאנסקי	שאָרקאָנסקי	RESOLVED	unique_candidate	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	0.6	0	gender:male|fame-prior	HUB-D696	1	"אַלס „חפני"" אין שאָרקאָנסקיס „חפני און פּנחס"""
M-volume_1IIIorg-NOXID-שאָרקאָנסקי-002	1	facs_393_tr_1741260467	P-1-facs_393_tr_1741260467	זאַץ, לודווייג [לוי יצחק]	שארקאנסקי	שאָרקאָנסקי	RESOLVED	unique_candidate	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	0.6	0	gender:male|fame-prior	HUB-D696	1	"באַטייליקט אין אַ קינדער-ראָל אין שאָרקאָנסקיס פּיעסע „דגל מחנה 'הודה"""
M-volume_1IIIorg-NOXID-שאַרקאַנסקי-000	1	facs_415_r_9	P-1-facs_415_r_9	זשעלאַזא, לייזער [זשעלאַזני]	שארקאנסקי	שאַרקאַנסקי	RESOLVED	unique_candidate	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	0.6	0	gender:male|fame-prior	HUB-D696	1	אין שאַרקאַנסקיס „דגל מחנה יהודה“.
M-volume_1IIIorg-NOXID-שאַרקאָנסקי-000	1	facs_68_tr_1740521052	P-1-facs_68_tr_1740521052	אַרקאַ, מאַניע [פישזאָן]	שארקאנסקי	שאַרקאָנסקי	RESOLVED	unique_candidate	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	0.6	0	gender:male|fame-prior	HUB-D696	1	"איר ערשטער אויפטריט איז געווען אין אַ קוואָרטעט אין שאַרקאָנסקיס „חפני און פּנחס"" אין וואַרשעווער זשאָרדען ד'היווער"
M-volume_2IIIorg-NOXID-שאַרקאַנסקי-003	2	facs_308_tr_1744365759	P-2-facs_308_tr_1744365759	נאַטאַנסאָן, דזשוליוס (יוליוס, חנינא)	שארקאנסקי	שאַרקאַנסקי	RESOLVED	unique_candidate	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	0.6	0	gender:male|fame-prior	HUB-D696	1	"פֿאָרטרעט אין וואַשינגטאָן אַ קראַנק-געוואָרענעם אַקטיאָר אַלס „יאָשקע יאָשקעוויטש"" אין שאַרקאַנסקיס „חפני און פּנחס"""
M-volume_2IIIorg-NOXID-שארקאַנסקי-000	2	facs_361_tr_1744366834	P-2-facs_361_tr_1744366834	סעגאַל, בעטי [גליקמאַן]	שארקאנסקי	שארקאַנסקי	RESOLVED	unique_candidate	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	0.6	0	gender:male|fame-prior	HUB-D696	1	"אויפֿגעטראָטן אַלס „עלווירא“ אין שארקאַנסקיס „כל נדרי""."
M-Volume_3IIIorg-NOXID-שאַרקאנסקי-000	3	facs_30_tr_1752652991	P-3-facs_30_tr_1752652991	פּאָליפּאַדע, בן-ציון	שארקאנסקי	שאַרקאנסקי	RESOLVED	unique_candidate	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	0.6	0	gender:male|fame-prior	HUB-D696	1	"„כל נדרי"" איז שאַרקאנסקי'ס, ניט לאַטיינער'ס."
M-Volume_4IIIorg-NOXID-שאַרקאַנסקי-002	4	facs_279_tr_1754998502	P-4-facs_279_tr_1754998502	קאָהען, הערי	שארקאנסקי	שאַרקאַנסקי	RESOLVED	unique_candidate	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	0.7	0	gender:male|fame-prior|career-overlap	HUB-D696	1	"אויפֿגעטראָטן אַלס ""באַרטעלאָ“ אין שאַרקאַנסקיס „כל נדרי״."
M-volume6IIIorg-NOXID-שאַרקאַנסקי-001	6	facs_266_tr_1747929004	P-6-facs_266_tr_1747929004	קראַנץ פֿיליפּ [יעקב ראָמבראָ]	שארקאנסקי	שאַרקאַנסקי	RESOLVED	unique_candidate	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	0.7	0	gender:male|fame-prior|career-overlap	HUB-D696	1	וואָס איז אַרויס אונטער זיין און שאַרקאַנסקיס רעדאַקציע
M-volume_1IIIorg-NOXID-שוואָרץ-006	1	facs_105_tr_1740521090	P-1-facs_105_tr_1740521090	בלומענפעלד לופּוס [זאב]	שווארץ	שוואָרץ	AMBIGUOUS	low_margin			HUB-D2865|HUB-D3756|HUB-D2863|HUB-D2864|HUB-D2866|HUB-D3793|HUB-D2859|HUB-D2861|HUB-D2862|HUB-D2860	שוואַרץ, מרדכי|זיגמונד שוואַרץ|שוואַרץ, מאָריס [אַברהם משה]|שוואַרץ, מאיר|שוואַרץ, סעם|שוואַרץ, וויליאָם|שוואַרץ, אַדעלאַ [פינקעלשטיין]|שוואַרץ, לאה [שאַצקי]|שוואַרץ, מאַרגאַרעטאַ|שוואַרץ פעני [גלאַזער, גרינבערג]	0.4|0.4|0.3|0.3|0.3|0.3|0.15|0.15|0.15|0.05	0	gender:male|year:1924|gender-mismatch|career-overlap			ראָמען ראָלאַזס „וועלף (אויפֿגעפֿירט דורך שוואָרץן דעם 30טן דעצ. 1924 אין ניו יאָרקער יידישן קונסט-טעאַטער)
M-volume_1IIIorg-NOXID-שוואָרץ-007	1	facs_108_tr_1740521022	P-1-facs_108_tr_1740521022	בן-עמי יעקב [שטשירין]	שווארץ	שוואָרץ	AMBIGUOUS	low_margin			HUB-D2865|HUB-D3756|HUB-D2863|HUB-D2864|HUB-D2866|HUB-D3793|HUB-D2859|HUB-D2861|HUB-D2862|HUB-D2860	שוואַרץ, מרדכי|זיגמונד שוואַרץ|שוואַרץ, מאָריס [אַברהם משה]|שוואַרץ, מאיר|שוואַרץ, סעם|שוואַרץ, וויליאָם|שוואַרץ, אַדעלאַ [פינקעלשטיין]|שוואַרץ, לאה [שאַצקי]|שוואַרץ, מאַרגאַרעטאַ|שוואַרץ פעני [גלאַזער, גרינבערג]	0.4|0.4|0.3|0.3|0.3|0.3|0.15|0.15|0.15|0.05	0	gender:male|year:1917|gender-mismatch|career-overlap			1917 ווערט ב. אָנגאַזשירט צו שוואָרץן אין אוירווינג-פלייס-טעאָטער
M-volume_1IIIorg-NOXID-שוואַרץ-007	1	facs_113_tr_1740521032	P-1-facs_113_tr_1740521032	בעלערינאַ, בעלאַ [רובינליכט]	שווארץ	שוואַרץ	AMBIGUOUS	low_margin			HUB-D2865|HUB-D3756|HUB-D2863|HUB-D2864|HUB-D2866|HUB-D3793|HUB-D2859|HUB-D2861|HUB-D2862|HUB-D2860	שוואַרץ, מרדכי|זיגמונד שוואַרץ|שוואַרץ, מאָריס [אַברהם משה]|שוואַרץ, מאיר|שוואַרץ, סעם|שוואַרץ, וויליאָם|שוואַרץ, אַדעלאַ [פינקעלשטיין]|שוואַרץ, לאה [שאַצקי]|שוואַרץ, מאַרגאַרעטאַ|שוואַרץ פעני [גלאַזער, גרינבערג]	0.4|0.4|0.3|0.3|0.3|0.3|0.15|0.15|0.15|0.05	0	gender:male|year:1925|gender-mismatch|career-overlap			אין 1925 שפּילט זיי אין שוואַרץס קונסט-טעאַטער
M-volume_1IIIorg-NOXID-שוואַרץ-008	1	facs_145_tr_1740521058	P-1-facs_145_tr_1740521058	גאָטליב, לעאָן [לייבוש אהרן]	שווארץ	שוואַרץ	AMBIGUOUS	low_margin			HUB-D2863|HUB-D2864|HUB-D2865|HUB-D2866|HUB-D3756|HUB-D3793|HUB-D2859|HUB-D2860|HUB-D2861|HUB-D2862	שוואַרץ, מאָריס [אַברהם משה]|שוואַרץ, מאיר|שוואַרץ, מרדכי|שוואַרץ, סעם|זיגמונד שוואַרץ|שוואַרץ, וויליאָם|שוואַרץ, אַדעלאַ [פינקעלשטיין]|שוואַרץ פעני [גלאַזער, גרינבערג]|שוואַרץ, לאה [שאַצקי]|שוואַרץ, מאַרגאַרעטאַ	0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05	0	gender:male|gender-mismatch			די פּיעסע איז דערנאָך אויפגעפירט געוואָרן פון פּראָפעסיאנעלן טעאַטער דורך שוואַרצן צו זיין בענעפיס.
M-volume_1IIIorg-NOXID-שוואָרץ-008	1	facs_150_tr_1740521116	P-1-facs_150_tr_1740521116	גאָלדבערג, נייטאָן	שווארץ	שוואָרץ	AMBIGUOUS	low_margin			HUB-D2863|HUB-D2864|HUB-D2865|HUB-D2866|HUB-D3756|HUB-D3793|HUB-D2859|HUB-D2860|HUB-D2861|HUB-D2862	שוואַרץ, מאָריס [אַברהם משה]|שוואַרץ, מאיר|שוואַרץ, מרדכי|שוואַרץ, סעם|זיגמונד שוואַרץ|שוואַרץ, וויליאָם|שוואַרץ, אַדעלאַ [פינקעלשטיין]|שוואַרץ פעני [גלאַזער, גרינבערג]|שוואַרץ, לאה [שאַצקי]|שוואַרץ, מאַרגאַרעטאַ	0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05	0	gender:male|gender-mismatch			מיטגלידער פֿון דאָזיקן קלוב זיינען די שפּעטערדיקע אַק טיאָרן שוואָרץ, ראָזאַ פינקענטאָל (דערנאָך גאָלדבערג), יעקב גאָלדשטיין, יוסף שוואַרצבערג א. א.
M-volume_1IIIorg-NOXID-שוואַרץ-009	1	facs_150_tr_1740521117	P-1-facs_150_tr_1740521117	גאָלדבערג, לואיס [לייבוש]	שווארץ	שוואַרץ	AMBIGUOUS	low_margin			HUB-D2863|HUB-D2864|HUB-D2865|HUB-D2866|HUB-D3756|HUB-D3793|HUB-D2859|HUB-D2860|HUB-D2861|HUB-D2862	שוואַרץ, מאָריס [אַברהם משה]|שוואַרץ, מאיר|שוואַרץ, מרדכי|שוואַרץ, סעם|זיגמונד שוואַרץ|שוואַרץ, וויליאָם|שוואַרץ, אַדעלאַ [פינקעלשטיין]|שוואַרץ פעני [גלאַזער, גרינבערג]|שוואַרץ, לאה [שאַצקי]|שוואַרץ, מאַרגאַרעטאַ	0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05	0	gender:male|gender-mismatch			דערנאָך פֿאָרט ער אַרום איבער דער פּראָווינץ מיט שוואַרץ, גערסטין, סיימאַן וואולף, מאַלץ, ניוטאָן און ראַזאַ גאָלדבערג יעקב גאָלדשטיין, סידני האָרט א. א.
M-volume_1IIIorg-NOXID-שוואַרץ-010	1	facs_150_tr_1740521123	P-1-facs_150_tr_1740521123	גאָלדבערג, מיכל	שווארץ	שוואַרץ	AMBIGUOUS	low_margin			HUB-D2863|HUB-D2864|HUB-D2865|HUB-D2866|HUB-D3756|HUB-D3793|HUB-D2859|HUB-D2860|HUB-D2861|HUB-D2862	שוואַרץ, מאָריס [אַברהם משה]|שוואַרץ, מאיר|שוואַרץ, מרדכי|שוואַרץ, סעם|זיגמונד שוואַרץ|שוואַרץ, וויליאָם|שוואַרץ, אַדעלאַ [פינקעלשטיין]|שוואַרץ פעני [גלאַזער, גרינבערג]|שוואַרץ, לאה [שאַצקי]|שוואַרץ, מאַרגאַרעטאַ	0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05	0	gender:male|gender-mismatch			וועלכע ווערן אויפֿגעפֿירט דורך שוואַרץ
M-volume_1IIIorg-NOXID-שוואַרץ-011	1	facs_151_tr_1740521143	P-1-facs_151_tr_1740521143	גאָלדבערג, ראָזאַ [פינקענטאל]	שווארץ	שוואַרץ	AMBIGUOUS	low_margin			HUB-D2863|HUB-D2864|HUB-D2865|HUB-D2866|HUB-D3756|HUB-D3793|HUB-D2859|HUB-D2860|HUB-D2861|HUB-D2862	שוואַרץ, מאָריס [אַברהם משה]|שוואַרץ, מאיר|שוואַרץ, מרדכי|שוואַרץ, סעם|זיגמונד שוואַרץ|שוואַרץ, וויליאָם|שוואַרץ, אַדעלאַ [פינקעלשטיין]|שוואַרץ פעני [גלאַזער, גרינבערג]|שוואַרץ, לאה [שאַצקי]|שוואַרץ, מאַרגאַרעטאַ	0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05	0	gender:male|gender-mismatch			זי באָקענט זיך מיט „ליבהאָבער“, צווישן וועלכע ס'געפֿינען זיך ניוטאָן גאָלדבערג, שוואַרץ, יוסף שוואַרצבערג, און זי טרעט אויף מיט זיי
